"Age","Vehicle_Use","Severity","Claim_Count","Car_Model","Group","Exposure"
"E","DriveShort",205.16576183555,480.698739131598,"Mazda CX-9","Midsize SUVs",98622.9230273226
"E","DriveShort",203.368167087045,472.998731054098,"Mazda CX-9","Midsize SUVs",96192.88496897
"G","DriveLong",256.853832334855,503.505187033117,"Ford Explorer","Midsize SUVs",129327.236889934
"F","DriveShort",205.627534617009,962.252807579585,"Mazda CX-9","Midsize SUVs",197865.672500885
"H","Pleasure",190.840786356479,258.889430001378,"Mazda CX-9","Midsize SUVs",49406.6624008436
"E","Pleasure",152.501883020055,150.841224317823,"Mazda CX-9","Midsize SUVs",23003.5707455185
"F","Business",352.351150304432,304.490502674133,"Subaru Legacy","Midsize Cars",107287.578874005
"F","Pleasure",203.97327308437,240.781437554222,"Ford Explorer","Midsize SUVs",49112.9779158946
"C","Pleasure",252.917416893038,137.559627140872,"Ford Explorer","Midsize SUVs",34791.2255652389
"E","DriveLong",243.663325559141,380.812289522099,"Mazda CX-9","Midsize SUVs",92789.9888787453
"A","DriveLong",247.521895657918,23.4319263928453,"Toyota RAV4","Small SUVs",5799.91483967388
"H","Business",336.824302882502,95.8435855787247,"Subaru Legacy","Midsize Cars",32282.4488983133
"E","DriveShort",197.064466071517,484.771155019361,"Mazda CX-9","Midsize SUVs",95531.1688307629
"E","Pleasure",153.685809352637,150.346750113077,"Mazda CX-9","Midsize SUVs",23106.1619746669
"G","DriveLong",259.053849176591,504.791670675762,"Ford Explorer","Midsize SUVs",130768.225320838
"F","Business",359.855366484416,306.293987258337,"Subaru Legacy","Midsize Cars",110221.535036822
"C","DriveLong",291.637859111584,323.211608367786,"Ford Explorer","Midsize SUVs",94260.7415043929
"H","Business",340.908982616677,95.8652787175029,"Subaru Legacy","Midsize Cars",32681.3346358481
"B","Business",353.513105976484,43.143816498993,"Hyundai Sonata","Midsize Cars",15251.9045742385
"D","DriveLong",300.740264633565,357.733710222098,"Ford Explorer","Midsize SUVs",107584.930680541
"D","DriveLong",298.719130738097,367.517272572767,"Ford Explorer","Midsize SUVs",109784.440194173
"F","DriveLong",230.245946460196,712.422357595793,"Ford Explorer","Midsize SUVs",164032.360004047
"B","Business",354.357271594576,44.1846838699188,"Hyundai Sonata","Midsize Cars",15657.1640224133
"G","DriveShort",202.647645821894,849.948544258275,"Mazda CX-9","Midsize SUVs",172240.071563685
"E","Pleasure",152.938871699944,152.454096499877,"Mazda CX-9","Midsize SUVs",23316.1575047255
"G","Pleasure",211.13498592878,263.185401363741,"Ford Explorer","Midsize SUVs",55567.6460135938
"B","DriveLong",292.004412370004,91.191773328511,"Ford Explorer","Midsize SUVs",26628.4001837705
"F","DriveShort",204.8244723552,960.403461023932,"Mazda CX-9","Midsize SUVs",196714.132152335
"C","Business",334.374569189937,127.174785617378,"Subaru Legacy","Midsize Cars",42524.0141526334
"E","DriveShort",202.318943459055,472.950979147037,"Mazda CX-9","Midsize SUVs",95686.9424089539
"B","DriveShort",296.050006067699,169.225560228049,"Hyundai Sonata","Midsize Cars",50099.2281323238
"E","DriveShort",204.909442875598,471.481703110412,"Mazda CX-9","Midsize SUVs",96611.0531103925
"E","Business",259.300152341069,168.904650974902,"Hyundai Sonata","Midsize Cars",43797.0017289072
"E","DriveShort",203.592644980471,481.502010225609,"Mazda CX-9","Midsize SUVs",98030.2678252457
"F","DriveShort",204.056960077942,987.572248954791,"Mazda CX-9","Midsize SUVs",201520.990979052
"D","DriveShort",229.172846599303,448.599305569381,"Mazda CX-9","Midsize SUVs",102806.779839806
"D","DriveShort",225.741470641471,457.856263543665,"Mazda CX-9","Midsize SUVs",103357.146274756
"H","Business",334.634780060882,97.9683048292994,"Subaru Legacy","Midsize Cars",32783.6021394901
"B","DriveShort",298.506151603123,170.788665661938,"Hyundai Sonata","Midsize Cars",50981.4673241774
"A","DriveLong",248.601619664943,22.6103130298317,"Toyota RAV4","Small SUVs",5620.96044034753
"A","DriveShort",274.239922099318,39.4496153551154,"Hyundai Sonata","Midsize Cars",10818.6594418349
"B","Business",365.986007962098,44.5548577804118,"Hyundai Sonata","Midsize Cars",16306.454534372
"H","DriveLong",259.668105909303,318.701018700656,"Ford Explorer","Midsize SUVs",82756.4898773645
"C","Business",341.52998797245,127.450692960306,"Subaru Legacy","Midsize Cars",43528.2336338136
"G","DriveLong",251.446052867012,492.920510038733,"Ford Explorer","Midsize SUVs",123942.916626434
"E","Business",250.285195318695,167.128614903265,"Hyundai Sonata","Midsize Cars",41829.8180244066
"G","Pleasure",209.032658103214,265.160498601687,"Ford Explorer","Midsize SUVs",55427.2038466843
"F","DriveShort",203.737566471635,947.312844914384,"Mazda CX-9","Midsize SUVs",193003.213710178
"H","Pleasure",188.538914374262,262.948804822983,"Mazda CX-9","Midsize SUVs",49576.082197335
"G","Business",337.99549012919,159.628973189858,"Subaru Legacy","Midsize Cars",53953.8730321253
"G","DriveLong",255.495517519657,494.488509607315,"Ford Explorer","Midsize SUVs",126339.597669645
"E","DriveShort",203.146587760611,488.527384162764,"Mazda CX-9","Midsize SUVs",99242.6711202826
"H","Pleasure",190.724652564526,254.2717920742,"Mazda CX-9","Midsize SUVs",48495.8992003111
"A","Pleasure",248.594210103182,21.3281842534547,"Mazda CX-9","Midsize SUVs",5302.06311742269
"H","DriveLong",258.083008127493,314.927259525564,"Ford Explorer","Midsize SUVs",81277.3744797053
"G","Pleasure",211.926272730984,266.38389584797,"Ford Explorer","Midsize SUVs",56453.7461626188
"B","Business",366.936182949307,44.9844925174024,"Hyundai Sonata","Midsize Cars",16506.4379762473
"H","DriveShort",192.837444346837,576.958823224367,"Ford Explorer","Midsize SUVs",111259.264963945
"B","DriveShort",296.1288079551,168.754649701738,"Hyundai Sonata","Midsize Cars",49973.1132530561
"H","DriveLong",256.469536494894,308.875518564228,"Ford Explorer","Midsize SUVs",79217.1610807876
"F","Business",346.536902614811,300.1413258899,"Subaru Legacy","Midsize Cars",104010.045420589
"E","Business",262.268480373495,165.691803218541,"Hyundai Sonata","Midsize Cars",43455.7374404709
"G","Business",333.995378166312,159.352901946637,"Subaru Legacy","Midsize Cars",53223.1327475663
"F","Pleasure",204.112083630167,241.832583909272,"Ford Explorer","Midsize SUVs",49360.9525913888
"E","DriveShort",204.173357012182,489.327043374104,"Mazda CX-9","Midsize SUVs",99907.5451225365
"C","DriveShort",244.016415180683,339.126159700321,"Subaru Legacy","Midsize Cars",82752.3497840641
"F","Pleasure",203.477631535306,241.808786196401,"Ford Explorer","Midsize SUVs",49202.679099671
"B","Pleasure",217.516772552536,64.4517327560694,"Mazda CX-9","Midsize SUVs",14019.3328945188
"D","Pleasure",227.238610085241,121.162205152586,"Mazda CX-9","Midsize SUVs",27532.7310937365
"C","Pleasure",250.453618969079,142.050643991912,"Ford Explorer","Midsize SUVs",35577.0978646625
"D","DriveShort",229.302474528059,441.519451991469,"Mazda CX-9","Midsize SUVs",101241.502893916
"H","Pleasure",188.281516863406,266.443901485531,"Mazda CX-9","Midsize SUVs",50166.4619306996
"H","Business",335.464131354597,94.9358321528882,"Subaru Legacy","Midsize Cars",31847.5664675945
"D","DriveShort",232.67373433616,455.131850074232,"Mazda CX-9","Midsize SUVs",105897.227172097
"F","DriveLong",236.092786312516,710.911755920376,"Ford Explorer","Midsize SUVs",167841.137277565
"A","DriveShort",274.682306674738,39.8501590122469,"Hyundai Sonata","Midsize Cars",10946.1335988391
"C","Business",346.565728076588,130.469898055214,"Subaru Legacy","Midsize Cars",45216.3952115836
"G","Business",334.991665744987,163.153293738817,"Subaru Legacy","Midsize Cars",54654.9936413475
"G","DriveLong",247.720974587671,506.987972271256,"Ford Explorer","Midsize SUVs",125591.554595263
"H","DriveShort",197.170074783937,580.703444136539,"Ford Explorer","Midsize SUVs",114497.341507691
"C","DriveShort",244.67602453787,346.130162856577,"Subaru Legacy","Midsize Cars",84689.7522203926
"C","Pleasure",246.717241545734,142.785908575868,"Ford Explorer","Midsize SUVs",35227.7454954395
"C","DriveShort",254.289152883328,338.95743241508,"Subaru Legacy","Midsize Cars",86193.1983523385
"C","DriveShort",244.362557394098,340.748180837941,"Subaru Legacy","Midsize Cars",83266.0968969457
"H","DriveShort",193.938256859522,585.676561699272,"Ford Explorer","Midsize SUVs",113585.091459435
"G","Pleasure",208.475676815583,272.333384013362,"Ford Explorer","Midsize SUVs",56774.8865516636
"H","DriveShort",193.06109036846,563.583831438702,"Ford Explorer","Midsize SUVs",108806.10901159
"C","DriveShort",250.352424557782,338.473743069428,"Subaru Legacy","Midsize Cars",84737.722226579
"G","DriveShort",199.584591905246,874.903403285437,"Mazda CX-9","Midsize SUVs",174617.238701235
"B","DriveLong",298.607787459802,91.7163378675934,"Ford Explorer","Midsize SUVs",27387.2127245578
"E","Pleasure",152.329809030995,151.597957273817,"Mazda CX-9","Midsize SUVs",23092.8878810096
"H","DriveLong",260.785557525486,311.220292315353,"Ford Explorer","Midsize SUVs",81161.757444704
"H","Pleasure",192.707963622361,257.955115574878,"Mazda CX-9","Midsize SUVs",49710.0050284056
"E","Pleasure",151.911119225562,150.345234462328,"Mazda CX-9","Midsize SUVs",22839.1128374017
"C","Pleasure",247.322863413106,141.279561357573,"Ford Explorer","Midsize SUVs",34941.6656567024
"H","DriveLong",265.03332330985,319.211857578903,"Ford Explorer","Midsize SUVs",84601.7794540473
"H","Business",343.949155687021,94.1310806293041,"Subaru Legacy","Midsize Cars",32376.3057063561
"H","Pleasure",191.857691936195,256.849106713198,"Mazda CX-9","Midsize SUVs",49278.4767898676
"F","DriveLong",239.11279503015,710.496399724437,"Ford Explorer","Midsize SUVs",169888.779996969
"B","DriveShort",291.791315519763,172.849661891058,"Hyundai Sonata","Midsize Cars",50436.030230338
"A","DriveLong",246.129345086254,23.0499868383515,"Toyota RAV4","Small SUVs",5673.27816477023
"H","Business",344.713414897229,93.8367240775377,"Subaru Legacy","Midsize Cars",32346.777599537
"A","Business",808.702741093819,4.8897696157801,"Rivian R1T","Large Pickups",3954.37009159864
"B","DriveLong",296.624098252752,90.3306584178004,"Ford Explorer","Midsize SUVs",26794.2500977574
"A","Business",786.295719367026,4.99598718073685,"Rivian R1T","Large Pickups",3928.32333422592
"A","Business",803.497283481916,5.0736193828634,"Rivian R1T","Large Pickups",4076.63939155194
"F","DriveLong",235.483493549663,718.479071736347,"Ford Explorer","Midsize SUVs",169189.961854794
"D","Pleasure",229.764756950888,120.868009871501,"Mazda CX-9","Midsize SUVs",27771.2089112628
"H","DriveLong",262.995122635302,310.286355086043,"Ford Explorer","Midsize SUVs",81603.798007915
"A","Pleasure",245.945595380163,21.0114719622186,"Mazda CX-9","Midsize SUVs",5167.67898156146
"B","DriveLong",298.456660942694,90.1507224955596,"Ford Explorer","Midsize SUVs",26906.0836175962
"E","DriveShort",197.901400742131,471.520633956196,"Mazda CX-9","Midsize SUVs",93314.593938749
"B","Business",363.75530676828,44.8323800962884,"Hyundai Sonata","Midsize Cars",16308.0161750775
"G","DriveLong",249.922149969283,500.339165155962,"Ford Explorer","Midsize SUVs",125045.839869614
"D","DriveShort",228.711698478051,438.339381512254,"Mazda CX-9","Midsize SUVs",100253.344455486
"B","Pleasure",217.520108464154,61.90339921501,"Mazda CX-9","Midsize SUVs",13465.2341115488
"A","Pleasure",251.388846263331,20.5483127681189,"Mazda CX-9","Midsize SUVs",5165.6166394355
"A","DriveLong",246.675268127738,22.9745706154499,"Toyota RAV4","Small SUVs",5667.25836668576
"B","DriveLong",297.983289033524,90.9883114755154,"Ford Explorer","Midsize SUVs",27112.9963170808
"A","Pleasure",256.195637742331,21.0421404669061,"Mazda CX-9","Midsize SUVs",5390.90459638273
"H","Pleasure",188.503668288142,265.711493370123,"Mazda CX-9","Midsize SUVs",50087.5912065884
"H","DriveShort",195.496633179857,573.736476336466,"Ford Explorer","Midsize SUVs",112163.549456254
"G","DriveLong",254.505873192292,505.072488752939,"Ford Explorer","Midsize SUVs",128543.914775471
"B","DriveLong",300.055718938526,89.8117593686096,"Ford Explorer","Midsize SUVs",26948.5320264821
"B","Business",359.050031977402,44.225282204058,"Hyundai Sonata","Midsize Cars",15879.0889895767
"D","Business",373.764245881276,167.597889139934,"Hyundai Sonata","Midsize Cars",62642.0986456811
"D","Pleasure",233.952061352666,122.474164435104,"Mazda CX-9","Midsize SUVs",28653.083232038
"A","DriveShort",280.272304181054,39.0388961187564,"Hyundai Sonata","Midsize Cars",10941.5213678887
"F","DriveShort",200.753728247113,975.177171729272,"Mazda CX-9","Midsize SUVs",195770.452926126
"D","Pleasure",229.570533610052,121.267050927551,"Mazda CX-9","Midsize SUVs",27839.3415907553
"G","DriveShort",203.282734562084,869.166048908723,"Mazda CX-9","Midsize SUVs",176686.451210688
"G","Pleasure",210.960177424765,268.116023218981,"Ford Explorer","Midsize SUVs",56561.8038286985
"D","Business",358.718731037532,171.200063700264,"Hyundai Sonata","Midsize Cars",61412.6696041033
"D","Pleasure",229.928305040496,121.64939625602,"Mazda CX-9","Midsize SUVs",27970.6394903463
"B","DriveLong",294.477710939277,93.9079091835301,"Ford Explorer","Midsize SUVs",27653.7861354595
"H","Pleasure",193.832441094518,255.04709723522,"Mazda CX-9","Midsize SUVs",49436.4014511734
"A","Pleasure",246.769227794865,20.7041813558084,"Mazda CX-9","Midsize SUVs",5109.15484529768
"B","DriveLong",293.337442113488,93.2698291773908,"Ford Explorer","Midsize SUVs",27359.5331172578
"D","DriveShort",232.946442185104,446.592914202809,"Mazda CX-9","Midsize SUVs",104032.230468622
"F","DriveLong",235.608507123393,703.648043480772,"Ford Explorer","Midsize SUVs",165785.465064801
"G","Business",339.537535928015,163.299191395333,"Subaru Legacy","Midsize Cars",55446.2050654086
"A","Pleasure",251.574492687241,20.6415432073292,"Mazda CX-9","Midsize SUVs",5192.88576066562
"A","DriveShort",275.571741478357,40.590671391692,"Hyundai Sonata","Midsize Cars",11185.6420031843
"D","Pleasure",230.500044106436,123.822561086935,"Mazda CX-9","Midsize SUVs",28541.1057919105
"D","Business",369.628466993388,167.897771393822,"Hyundai Sonata","Midsize Cars",62059.7958519047
"D","Pleasure",225.046912243696,120.11355594818,"Mazda CX-9","Midsize SUVs",27031.1848847483
"A","DriveLong",242.046322716954,23.278764363192,"Toyota RAV4","Small SUVs",5634.5393115051
"G","DriveLong",256.988399203728,509.606508866977,"Ford Explorer","Midsize SUVs",130962.960937525
"F","Business",354.572936325343,300.833696410246,"Subaru Legacy","Midsize Cars",106667.487081788
"H","Pleasure",193.475535453111,261.472790664062,"Mazda CX-9","Midsize SUVs",50588.5881801486
"E","Pleasure",156.953910954679,149.991112064465,"Mazda CX-9","Midsize SUVs",23541.6916469594
"E","DriveLong",239.50739634042,386.170421279466,"Mazda CX-9","Midsize SUVs",92490.672144328
"G","Pleasure",209.971379782804,270.578729002038,"Ford Explorer","Midsize SUVs",56813.7890684353
"E","Business",251.924895291734,168.842229625885,"Hyundai Sonata","Midsize Cars",42535.5610193242
"E","Business",259.572885423177,162.097894673375,"Hyundai Sonata","Midsize Cars",42076.2182413903
"F","Business",357.471952899973,297.868279386871,"Subaru Legacy","Midsize Cars",106479.55553938
"A","DriveLong",240.876569011182,23.1008166232146,"Toyota RAV4","Small SUVs",5564.44544955641
"D","DriveShort",227.434294535145,446.720175496489,"Mazda CX-9","Midsize SUVs",101599.48796866
"C","DriveLong",298.958286991609,323.131906547234,"Ford Explorer","Midsize SUVs",96602.961253694
"A","Business",797.293509321243,4.88278053002432,"Rivian R1T","Large Pickups",3893.00922402853
"G","Business",342.524542792174,160.907561247563,"Subaru Legacy","Midsize Cars",55114.7888481253
"F","Pleasure",206.19761433758,249.5300068949,"Ford Explorer","Midsize SUVs",51452.4921273682
"E","DriveShort",199.211654388884,484.603512581217,"Mazda CX-9","Midsize SUVs",96538.6674639686
"G","DriveShort",205.542444109602,877.762523746025,"Mazda CX-9","Midsize SUVs",180417.45447857
"E","Business",256.808719197817,163.841500160261,"Hyundai Sonata","Midsize Cars",42075.9258076056
"F","DriveLong",232.123468390872,733.759563899168,"Ford Explorer","Midsize SUVs",170322.814937249
"D","DriveShort",233.915336879455,449.522520426661,"Mazda CX-9","Midsize SUVs",105150.211800504
"D","Pleasure",228.957862324762,122.931195200561,"Mazda CX-9","Midsize SUVs",28146.0636661484
"F","DriveShort",199.40204465325,970.189203158952,"Mazda CX-9","Midsize SUVs",193457.710810402
"A","Business",786.372641181792,4.98277571686776,"Rivian R1T","Large Pickups",3918.3185008898
"G","Pleasure",209.747932149128,265.848314983328,"Ford Explorer","Midsize SUVs",55761.1343330832
"B","DriveLong",292.185674211508,91.5264144124929,"Ford Explorer","Midsize SUVs",26742.7071032761
"F","Business",346.170760741074,297.935433459282,"Subaru Legacy","Midsize Cars",103136.535652321
"A","DriveLong",243.413630684798,23.3921311385348,"Toyota RAV4","Small SUVs",5693.96356988565
"H","DriveShort",197.680550766,576.133678507246,"Ford Explorer","Midsize SUVs",113890.422882154
"B","Business",353.608779449212,43.4898831161205,"Hyundai Sonata","Midsize Cars",15378.4044870802
"H","Business",336.563378244567,94.5976129654795,"Subaru Legacy","Midsize Cars",31838.0921935339
"F","DriveLong",233.19780530484,708.082568422263,"Ford Explorer","Midsize SUVs",165123.300930686
"F","DriveLong",238.686431599673,713.951556494296,"Ford Explorer","Midsize SUVs",170410.549354656
"A","DriveShort",273.837599425431,40.3325725262985,"Hyundai Sonata","Midsize Cars",11044.5748392536
"H","Business",335.768146990196,97.6662719026208,"Subaru Legacy","Midsize Cars",32793.2231401836
"E","Pleasure",152.726886435607,148.702096569608,"Mazda CX-9","Midsize SUVs",22710.8082155232
"C","DriveLong",298.021674814071,314.589378543827,"Ford Explorer","Midsize SUVs",93754.4534723489
"B","DriveLong",298.421880516231,91.6918804195709,"Ford Explorer","Midsize SUVs",27362.8633828777
"G","Business",347.543031290919,161.89425678961,"Subaru Legacy","Midsize Cars",56265.2207532515
"F","Pleasure",205.174495758127,248.153780872701,"Ford Explorer","Midsize SUVs",50914.8268610291
"E","Pleasure",152.943860178132,151.309760538256,"Mazda CX-9","Midsize SUVs",23141.8988593496
"H","Business",341.144338934632,98.2369930621236,"Subaru Legacy","Midsize Cars",33512.9940571042
"A","DriveShort",274.197926054941,39.8497275821865,"Hyundai Sonata","Midsize Cars",10926.7126568899
"F","Pleasure",203.751064892151,240.960680608172,"Ford Explorer","Midsize SUVs",49095.9952710524
"B","DriveShort",304.868642798292,173.478684899421,"Hyundai Sonata","Midsize Cars",52888.2112197189
"F","DriveShort",205.363790507563,954.700137673761,"Mazda CX-9","Midsize SUVs",196060.839070776
"C","Business",350.51071555641,128.89080699241,"Subaru Legacy","Midsize Cars",45177.6089875528
"D","Pleasure",233.503331557381,121.586440632236,"Mazda CX-9","Midsize SUVs",28390.8389598309
"C","Business",350.756291548833,129.396992485528,"Subaru Legacy","Midsize Cars",45386.809221796
"D","Pleasure",227.661799330039,125.910216293915,"Mazda CX-9","Midsize SUVs",28664.946395507
"A","Pleasure",248.562936807209,20.6709903302486,"Mazda CX-9","Midsize SUVs",5138.04206320001
"G","Business",345.295949937304,163.838383682328,"Subaru Legacy","Midsize Cars",56572.7303297821
"B","Business",355.812759217402,43.672496117698,"Hyundai Sonata","Midsize Cars",15539.2313455494
"B","Business",362.285902951448,44.3527387546841,"Hyundai Sonata","Midsize Cars",16068.3720081104
"A","Business",807.474385002116,4.93970363406697,"Rivian R1T","Large Pickups",3988.68415401094
"G","Pleasure",204.470954057666,262.020158613636,"Ford Explorer","Midsize SUVs",53575.5118140711
"H","Business",345.465120771951,96.8752764880657,"Subaru Legacy","Midsize Cars",33467.0290917658
"C","Pleasure",249.865724308687,137.124772466719,"Ford Explorer","Midsize SUVs",34262.7805930607
"A","Business",813.781539161883,5.09381066175411,"Rivian R1T","Large Pickups",4145.24908052146
"A","Pleasure",247.8927002386,21.2216909713461,"Mazda CX-9","Midsize SUVs",5260.70227851611
"D","DriveLong",294.747229316822,357.796693560586,"Ford Explorer","Midsize SUVs",105459.584085703
"D","Business",358.798207482829,173.002885132341,"Hyundai Sonata","Midsize Cars",62073.1250748418
"E","DriveLong",238.970868458367,371.729718198837,"Mazda CX-9","Midsize SUVs",88832.5735897599
"D","Business",368.77743499839,167.088208993501,"Hyundai Sonata","Midsize Cars",61618.3611310983
"E","DriveLong",243.390549005892,375.264279451291,"Mazda CX-9","Midsize SUVs",91335.7789979502
"F","DriveShort",204.5625775385,959.094535710872,"Mazda CX-9","Midsize SUVs",196194.850328107
"D","Pleasure",229.827021908112,121.001746891136,"Mazda CX-9","Midsize SUVs",27809.4711336689
"F","DriveShort",199.452324099792,988.438677156693,"Mazda CX-9","Midsize SUVs",197146.391389027
"B","Pleasure",216.407606393055,64.2006222463329,"Mazda CX-9","Midsize SUVs",13893.5029892736
"H","DriveLong",257.245225110218,319.306862124335,"Ford Explorer","Midsize SUVs",82140.1656264118
"H","DriveShort",198.155777631445,579.643034947431,"Ford Explorer","Midsize SUVs",114859.616338659
"F","DriveLong",231.600997508271,701.477390535746,"Ford Explorer","Midsize SUVs",162462.863377578
"C","DriveLong",297.635824079766,325.014726365777,"Ford Explorer","Midsize SUVs",96736.0259199377
"C","DriveShort",243.424930292567,343.051108698873,"Subaru Legacy","Midsize Cars",83507.192221811
"H","DriveShort",194.331264652331,582.501309304591,"Ford Explorer","Midsize SUVs",113198.2160988
"G","Pleasure",203.724742825708,266.211105769197,"Ford Explorer","Midsize SUVs",54233.789060177
"F","DriveLong",234.500256837857,703.21307762838,"Ford Explorer","Midsize SUVs",164903.647315595
"G","DriveLong",253.263817635507,509.840261950996,"Ford Explorer","Midsize SUVs",129124.091125996
"D","Business",358.745244650526,170.602697897202,"Hyundai Sonata","Midsize Cars",61202.9065951715
"F","DriveShort",202.158417355791,980.162121453672,"Mazda CX-9","Midsize SUVs",198148.023225169
"C","DriveShort",253.524432740719,338.322751614696,"Subaru Legacy","Midsize Cars",85773.083686395
"C","Business",337.622813749854,128.078452074237,"Subaru Legacy","Midsize Cars",43242.2073700296
"D","Pleasure",223.996684695575,123.001480296941,"Mazda CX-9","Midsize SUVs",27551.9237991629
"G","DriveShort",200.794816151433,878.452426059241,"Mazda CX-9","Midsize SUVs",176388.693388346
"D","DriveLong",290.598647441728,360.269262207265,"Ford Explorer","Midsize SUVs",104693.76031226
"G","DriveShort",202.399912235837,840.550789419678,"Mazda CX-9","Midsize SUVs",170127.406008306
"C","Business",339.837972810847,128.630590927997,"Subaru Legacy","Midsize Cars",43713.5592624317
"H","Pleasure",193.638061561435,259.462834350998,"Mazda CX-9","Midsize SUVs",50241.880290963
"H","Pleasure",195.705602923036,258.312377309427,"Mazda CX-9","Midsize SUVs",50553.179543824
"E","DriveLong",237.206099088829,379.438354343839,"Mazda CX-9","Midsize SUVs",90005.0918785872
"A","DriveLong",244.802007706653,23.543544355093,"Toyota RAV4","Small SUVs",5763.50692665742
"F","DriveLong",234.149986834054,701.695750790916,"Ford Explorer","Midsize SUVs",164302.050809204
"F","Business",358.261543192743,310.603788438253,"Subaru Legacy","Midsize Cars",111277.392567401
"A","Business",784.394915224479,5.12495101039531,"Rivian R1T","Large Pickups",4019.98551332863
"H","Pleasure",190.889187535644,255.93002665625,"Mazda CX-9","Midsize SUVs",48854.2748543871
"B","DriveLong",300.792711954412,93.7185397161636,"Ford Explorer","Midsize SUVs",28189.8537216321
"H","DriveLong",265.670028923808,313.228399227373,"Ford Explorer","Midsize SUVs",83215.3978824944
"B","Pleasure",210.830718489559,64.0999180360115,"Mazda CX-9","Midsize SUVs",13514.2317746541
"E","Pleasure",155.055348989337,153.832827023312,"Mazda CX-9","Midsize SUVs",23852.6026801159
"A","Pleasure",245.294559824372,21.029474544141,"Mazda CX-9","Midsize SUVs",5158.41570164289
"A","Business",806.093597184017,5.0912208436639,"Rivian R1T","Large Pickups",4104.00052392728
"E","Pleasure",156.894952548241,152.579620116903,"Mazda CX-9","Midsize SUVs",23938.97225807
"E","DriveShort",204.794885282597,471.462723898527,"Mazda CX-9","Midsize SUVs",96553.1544558196
"C","Business",336.748377005463,127.246349987551,"Subaru Legacy","Midsize Cars",42850.0018381768
"H","Pleasure",187.863736820966,265.469109944766,"Mazda CX-9","Midsize SUVs",49872.0190047597
"E","Business",256.891730456123,162.661480466882,"Hyundai Sonata","Midsize Cars",41786.3891956921
"C","Pleasure",250.517400359297,138.183716337197,"Ford Explorer","Midsize SUVs",34617.425388781
"H","DriveLong",264.033115898096,318.35264746109,"Ford Explorer","Midsize SUVs",84055.6414635598
"A","DriveShort",275.946329611947,40.100776667241,"Hyundai Sonata","Midsize Cars",11065.6621359136
"C","Business",345.332146338115,130.653205761372,"Subaru Legacy","Midsize Cars",45118.7519715298
"G","DriveShort",199.849048982061,861.877892153524,"Mazda CX-9","Midsize SUVs",172245.477085545
"A","DriveLong",242.346038173073,23.0644513539621,"Toyota RAV4","Small SUVs",5589.57840826829
"B","Pleasure",213.761880346044,61.5114029657445,"Mazda CX-9","Midsize SUVs",13148.7931606808
"F","DriveShort",207.296277550156,972.2348292073,"Mazda CX-9","Midsize SUVs",201540.660999285
"G","Business",336.05354106427,161.570498576621,"Subaru Legacy","Midsize Cars",54296.3381781929
"G","DriveLong",250.713732956176,501.134175699111,"Ford Explorer","Midsize SUVs",125641.21990144
"H","Business",344.069641822954,93.685667635873,"Subaru Legacy","Midsize Cars",32234.3941074191
"G","DriveShort",198.326865037956,870.995981852629,"Mazda CX-9","Midsize SUVs",172741.902541489
"A","Pleasure",244.683198850195,20.5008612451376,"Mazda CX-9","Midsize SUVs",5016.21630864427
"B","DriveShort",302.208313205405,171.463649422838,"Hyundai Sonata","Midsize Cars",51817.7402681189
"C","Pleasure",251.972587377419,140.879978307523,"Ford Explorer","Midsize SUVs",35497.8926438211
"D","DriveShort",231.370745665021,445.68285215199,"Mazda CX-9","Midsize SUVs",103117.973832519
"F","Pleasure",206.110898358377,246.635862895928,"Ford Explorer","Midsize SUVs",50834.3392688731
"D","DriveShort",231.967584024489,452.915956614167,"Mazda CX-9","Midsize SUVs",105061.820221928
"E","Pleasure",156.125710199762,153.52966380791,"Mazda CX-9","Midsize SUVs",23969.9277987407
"F","DriveShort",199.604839365017,961.725394169916,"Mazda CX-9","Midsize SUVs",191965.042816544
"B","Business",353.613299759813,44.325289459154,"Hyundai Sonata","Midsize Cars",15674.0118684603
"E","DriveShort",200.052986705717,481.194459917012,"Mazda CX-9","Midsize SUVs",96264.3888926428
"G","Pleasure",207.74597001562,262.678045698418,"Ford Explorer","Midsize SUVs",54570.3054054251
"C","DriveLong",305.273122664363,322.019339225697,"Ford Explorer","Midsize SUVs",98303.8492437434
"E","Business",255.090123992076,163.606652117567,"Hyundai Sonata","Midsize Cars",41734.4411745986
"E","Business",254.988625997575,166.64142520465,"Hyundai Sonata","Midsize Cars",42491.6680472113
"G","Business",346.120075770713,164.344638987444,"Subaru Legacy","Midsize Cars",56882.9788988448
"G","DriveLong",257.917018973891,492.88244049903,"Ford Explorer","Midsize SUVs",127122.769758086
"C","Pleasure",245.020527991326,142.986305257538,"Ford Explorer","Midsize SUVs",35034.5800097309
"G","DriveShort",202.251041057046,857.7901532477,"Mazda CX-9","Midsize SUVs",173488.95150283
"B","Pleasure",211.483088711659,63.9065541847609,"Mazda CX-9","Midsize SUVs",13515.1554679123
"C","DriveShort",246.200108913279,342.892014384433,"Subaru Legacy","Midsize Cars",84420.051286941
"E","Business",259.562824740448,166.712692127167,"Hyundai Sonata","Midsize Cars",43272.4172886121
"A","Business",778.431240523402,4.95788600284141,"Rivian R1T","Large Pickups",3859.37335156544
"E","DriveShort",203.989407187852,478.341277418425,"Mazda CX-9","Midsize SUVs",97576.5536140646
